metadata: history UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: history,overview: type,dates: when,dates: not before,dates: not after,dates: from,dates: to,dates: certainty,dates: calendar,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: annotator name(s),people: annotator ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: binder name(s),people: binder ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: bookseller name(s),people: bookseller ID(s),people: other name(s),people: other ID(s),former owners (person): standard name(s),former owners (person): birth,former owners (person): death,former owners (person): floruit not before,former owners (person): floruit not after,former owners (person): occupation,former owners (person): sex,former owners (person): nationality,former owners (person): lang knowledge,former owners (person): residence,former owners (person): affiliation,orgs: former owner name(s),orgs: former owner ID(s),orgs: patron name(s),orgs: patron ID(s),orgs: donor name(s),orgs: donor ID(s),orgs: other name(s),orgs: other ID(s),former owners (org): standard name(s),former owners (org): affiliation,former owners (org): latitude,former owners (org): longitude,former owners (org): settlement,former owners (org): country,places: name(s),places: ID(s),places: standard name(s),places: longitude,places: latitude,places: region,places: country
Persian_MS_863_hist_1,manuscript_7374,,Persian_MS_863,,manuscript,,Persian_MS_863,"Subsequently owned or inspected by at least four individuals, 3 of whom left namesake seal impressions on folios 1a and 1b dated 1105 AH (1693–94 AH) and another of Sayyid Abū al-Fatḥ Mustaqīm, dated 1175 AH (1761–62 AH), as well as ownership notes by Ḥājjī Muhammad Ṣarrāf Iṣfahānī and his son Muḥammad Ṭālib on folios 1a and the latter again on 402b.",,,,,,,,,,,,,,,,,,,,,,,Ḥājjī Muhammad Ṣarrāf Iṣfahānī; Muḥammad Ṭālib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_863_hist_2,manuscript_7374,,Persian_MS_863,,manuscript,,Persian_MS_863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_863_hist_3,manuscript_7374,,Persian_MS_863,,manuscript,,Persian_MS_863,"Later acquired by Edward Galley (ca. 1750–1804), East India Company Resident at Bushire (Bushehr) between 1780 to 1787, where he probably obtained this volume. Ultimately Lieutentant-Governor of Surat where he passed away, after his death, Galley's family sold a portion of his library in Surat including volumes obtained by David Price (see Robinson, p. 209). However, they evidently returned to Britain and subsequently sold the remainder through the London firm of Samuel Leigh Sotheby on 30 June 1837, lot 214.",,,,,,,,,,,,,,,,,,,,,,,Edward Galley (ca. 1750–1804),person_f6703,,,,,,,,,,,,,,,,,,,,,,,,East India Company,,,,,,,,Bushire (Bushehr); Surat; London,place_7018005 place_7001592,,,,,
Persian_MS_863_hist_4,manuscript_7374,,Persian_MS_863,,manuscript,,Persian_MS_863,"Probably acquired at Galley's sale by London bookseller Henry George Bohn (1796–1884), who then offered it for sale in his 1841 catalogue, no. 13638, described in the present binding for 2£ 12s 6d.",,,,,,,,,,,,,,,,,,,,,,,,,,,Henry George Bohn (1796–1884),person_12688740,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,
Persian_MS_863_hist_5,manuscript_7374,,Persian_MS_863,,manuscript,,Persian_MS_863,"Probably purchased from Bohn by orientalist Duncan Forbes (1798–1868). Ultimately appointed King's College Professor of Oriental Languages, Forbes described this volume in his 1866 catalogue, valued at £6 16s and 6d , before he sold his manuscript collection to his publisher in exchange for an annuity.W. H. Allen & Co.",,,,,,,,,,,,,,,,,,,,,,,Duncan Forbes (1798–1868),person_66617580,,,W. H. Allen,person_45159035185601380002,,,,,,,,,,,,,,,,,,,,King's College,,,,,,,,,,,,,,
Persian_MS_863_hist_6,manuscript_7374,,Persian_MS_863,,manuscript,,Persian_MS_863,"Subsequently sold by to W. H. Allen & Co.Alexander Lindsay, 25th Earl of Crawford (1812–1880) in 1866 for his Bibliotheca Lindesiana at Haigh Hall, Wigan.",,,,,,,,,,,,,,,,,,,,,,,"Alexander Lindsay, 25th Earl of Crawford (1812–1880)",person_97751058,,,W. H. Allen,person_45159035185601380002,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wigan,place_7010384,,,,,
Persian_MS_863_hist_7,manuscript_7374,,Persian_MS_863,,manuscript,,Persian_MS_863,"Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",person_9985420,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_863_hist_8,manuscript_7374,,Persian_MS_863,,manuscript,,Persian_MS_863,"Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library, Manchester.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester,place_7010477,,,,,
Turkish MS 4_hist_1,manuscript_14564,,Turkish MS 4,,manuscript,,,"Formerly in the collection of the Persian scholar Nathaniel Bland (1803–1865), whose oriental manuscripts were sold after his death through Bernard Quaritch (1819–1899) in 1866 to Alexander Lindsay, 25th Earl of Crawford (1812–1880).",,,,,,,,,,,,,,,,,,,,,,,"Nathaniel Bland (1803–1865); Alexander Lindsay, 25th Earl of Crawford (1812–1880)",person_20108923 person_97751058,,,Bernard Quaritch (1819–1899),person_5679225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkish MS 4_hist_2,manuscript_14564,,Turkish MS 4,,manuscript,,,"Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",person_9985420,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkish MS 4_hist_3,manuscript_14564,,Turkish MS 4,,manuscript,,,Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,John Rylands Library,,,,,,,,,,,,,,
Persian_MS_877_hist_1,manuscript_7389,,Persian_MS_877,,manuscript,,Persian_MS_877,"While the circumstances under which this volume arrived in Britain remain unclear, Alexander Lindsay, 25th Earl of Crawford (1812–1880) eventually acquire it from an unidentified source for his Bibliotheca Lindesiana at Haigh Hall, Wigan.",,,,,,,,,,,,,,,,,,,,,,,"Alexander Lindsay, 25th Earl of Crawford (1812–1880)",person_97751058,,,,,,,,,,,,,,,,,,,,,,,,Bibliotheca Lindesiana,person_295427552,,,,,,,Wigan,place_7010384,,,,,
Persian_MS_877_hist_2,manuscript_7389,,Persian_MS_877,,manuscript,,Persian_MS_877,"Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",person_9985420,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_877_hist_3,manuscript_7389,,Persian_MS_877,,manuscript,,Persian_MS_877,"Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library, Manchester.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester,place_7010477,,,,,
Persian_MS_687_hist_1,manuscript_7190,,Persian_MS_687,,manuscript,,Persian_MS_687,"From the collection of Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867 latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts of which 352 were selected after his death for the British Museum. The remainder were purchased in 1868 by Alexander Lindsay, 25th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"Colonel George William Hamilton (1807-1868); Alexander Lindsay, 25th Earl of Crawford",person_f830 person_97751058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_687_hist_2,manuscript_7190,,Persian_MS_687,,manuscript,,Persian_MS_687,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford",person_9985420,Enriqueta Rylands,person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syriac_MS_6_hist_1,manuscript_7706,,Syriac_MS_6,,manuscript,,Syriac_MS_6,"Purchased by Enriqueta Rylands in 1901 from James Ludovic Lindsay, 26th Earl of Crawford, for the John Rylands Library.",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford",person_9985420,Enriqueta Rylands,person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_693_hist_1,manuscript_7195,,Persian_MS_693,,manuscript,,Persian_MS_693,"From the collection of Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867 latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts of which 352 were selected after his death for the British Museum. The remainder were purchased in 1868 by Alexander Lindsay, 25th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"Colonel George William Hamilton (1807-1868); Alexander Lindsay, 25th Earl of Crawford",person_f830 person_97751058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_693_hist_2,manuscript_7195,,Persian_MS_693,,manuscript,,Persian_MS_693,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford",person_9985420,Enriqueta Rylands,person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syriac_MS_60_hist_1,manuscript_7707,,Syriac_MS_60,,manuscript,,Syriac_MS_60,Acquired by the John Rylands Library from Alphonse Mingana.,,,,,,,,,,,,,,,,,,,,,,,Alphonse Mingana,person_27838357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_308_hist_1,manuscript_6800,,Persian_MS_308,,manuscript,,Persian_MS_308,"Acquired by East India Company magistrate John Bardoe Elliott (1785–1863) who primarily lived in Patna where he retired and passed away. Apparently one of two volumes that he sent before 1847 to the scholar Nathaniel Bland (1803-1865), as reported in his essay.",,,,,,,,,,,,,,,,,,,,,,,John Bardoe Elliott (1785–1863); Nathaniel Bland (1803-1865),person_f6443 person_20108923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patna,,,,,,
Persian_MS_308_hist_2,manuscript_6800,,Persian_MS_308,,manuscript,,Persian_MS_308,"After Bland's death, London antiquarian dealer Bernard Quaritch (1819–1899) sold his oriental manuscripts to Alexander Lindsay, 25th Earl of Crawford (1812–1880) in 1866.",,,,,,,,,,,,,,,,,,,,,,,"Alexander Lindsay, 25th Earl of Crawford (1812–1880)",person_97751058,,,Bernard Quaritch (1819–1899),person_5679225,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,place_7011781,,,,,
Persian_MS_308_hist_3,manuscript_6800,,Persian_MS_308,,manuscript,,Persian_MS_308,"Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",person_9985420,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_308_hist_4,manuscript_6800,,Persian_MS_308,,manuscript,,Persian_MS_308,Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library.,,,,,,,,,,,,,,,,,,,,,,,,,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_320_hist_1,manuscript_6814,,Persian_MS_320,,manuscript,,Persian_MS_320,"Acquired (or perhaps commissioned) in 1795 by William Francklin (1763–1839), an early member of the Royal Asiatic Society of Great Britain and Ireland who spent over four decades serving in the British East India Company, who then later retired and died in India, as per his inscription on the right pastedown.",,,,,,,,,,,,,,,,,,,,,,,William Francklin (1763–1839),person_33079573,,,,,,,,,,,,,,,,,,,,,,,,Royal Asiatic Society of Great Britain and Ireland,,,,,,,,,,,,,,
Persian_MS_320_hist_2,manuscript_6814,,Persian_MS_320,,manuscript,,Persian_MS_320,"Later acquired by Methodist theologian Adam Clarke (ca. 1762–1832), on whose death it was inherited by his son Joseph Butterworth Bulmer Clarke, (ca. 1797–1854), who published it in his catalogue (p. 197 no. 221), who then sold it to London booksellers in [William] Baynes and Son1836, whom listed it in their catalogue (p. 17, no. 214).",,,,,,,,,,,,,,,,,,,,,,,"Joseph Butterworth Bulmer Clarke, (ca. 1797–1854); [William] Baynes and Son",person_79253656 person_128183577,,,,,Adam Clarke (ca. 1762–1832),person_120696480,,,,,,,,,,,,,,,,,,,,,,,,,,London,place_7011781,,,,,
Persian_MS_320_hist_3,manuscript_6814,,Persian_MS_320,,manuscript,,Persian_MS_320,"Purchased by scholar Nathaniel Bland (1803–1865), after whose death London antiquarian bookseller Bernard Quaritch (1819–1899) sold his oriental manuscripts to in 1866 to Alexander Lindsay, 25th Earl of Crawford (1812–1880).",,,,,,,,,,,,,,,,,,,,,,,"Nathaniel Bland (1803–1865); Alexander Lindsay, 25th Earl of Crawford (1812–1880)",person_20108923 person_97751058,,,Bernard Quaritch (1819–1899),person_5679225,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,place_7011781,,,,,
Persian_MS_320_hist_4,manuscript_6814,,Persian_MS_320,,manuscript,,Persian_MS_320,"Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",person_9985420,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_320_hist_5,manuscript_6814,,Persian_MS_320,,manuscript,,Persian_MS_320,Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_446_hist_1,manuscript_6943,,Persian_MS_446,,manuscript,,Persian_MS_446,"From the collection of Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867 latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts of which 352 were selected after his death for the British Museum. The remainder were purchased in 1868 by Alexander Lindsay, 25th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"Colonel George William Hamilton (1807-1868); Alexander Lindsay, 25th Earl of Crawford",person_f830 person_97751058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_446_hist_2,manuscript_6943,,Persian_MS_446,,manuscript,,Persian_MS_446,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford",person_9985420,Enriqueta Rylands,person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic MS 86_hist_1,manuscript_13786,,Arabic MS 86,,manuscript,,,"Formerly part of the collection of the Persian scholar Nathaniel Bland (1803-1865). Bland’s oriental manuscripts were sold through Bernard Quaritch in 1866 to Alexander Lindsay, 25th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"Nathaniel Bland (1803-1865); Alexander Lindsay, 25th Earl of Crawford",person_20108923 person_97751058,,,Bernard Quaritch,person_5679225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic MS 86_hist_2,manuscript_13786,,Arabic MS 86,,manuscript,,,"Purchased by Enriqueta Rylands in 1901 from James Ludovic Lindsay, 26th Earl of Crawford, for the John Rylands Library.",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford",person_9985420,Enriqueta Rylands,person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syriac_MS_48_hist_1,manuscript_7693,,Syriac_MS_48,,manuscript,,Syriac_MS_48,Acquired by the John Rylands Library from James Rendel Harris.,,,,,,,,,,,,,,,,,,,,,,,James Rendel Harris,person_34585917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic MS 92_hist_1,manuscript_13792,,Arabic MS 92,,manuscript,,,"Formerly part of the collection of the Persian scholar Nathaniel Bland (1803-1865). Bland’s oriental manuscripts were sold through Bernard Quaritch in 1866 to Alexander Lindsay, 25th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"Nathaniel Bland (1803-1865); Alexander Lindsay, 25th Earl of Crawford",person_20108923 person_97751058,,,Bernard Quaritch,person_5679225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic MS 92_hist_2,manuscript_13792,,Arabic MS 92,,manuscript,,,"Purchased by Enriqueta Rylands in 1901 from James Ludovic Lindsay, 26th Earl of Crawford, for the John Rylands Library.",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford",person_9985420,Enriqueta Rylands,person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_452_hist_1,manuscript_6950,,Persian_MS_452,,manuscript,,Persian_MS_452,"Colonel George William Hamilton (1807-1868) served in India from 1823 to 1867, latterly as Commissioner in Delhi in 1862. Therefore, date of the volume's completion comports with his tenure there. He acquired over a thousand Indian and Persian manuscripts, from which the British Museum selected 352, now held in the British Library.",,,,,,,,,,,,,,,,,,,,,,,Colonel George William Hamilton (1807-1868),person_f830,,,,,,,,,,,,,,,,,,,,,,,,British Museum; British Library,,,,,,,,India; Delhi,place_7000208 place_7001535,,,,,
Persian_MS_452_hist_2,manuscript_6950,,Persian_MS_452,,manuscript,,Persian_MS_452,"Alexander Lindsay, 25th Earl of Crawford (1812–1880) purchased the remainder of Hamilton's collection in 1868.",,,,,,,,,,,,,,,,,,,,,,,"Alexander Lindsay, 25th Earl of Crawford (1812–1880)",person_97751058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_452_hist_3,manuscript_6950,,Persian_MS_452,,manuscript,,Persian_MS_452,"Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",person_9985420,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_452_hist_4,manuscript_6950,,Persian_MS_452,,manuscript,,Persian_MS_452,Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_334_hist_1,manuscript_6829,,Persian_MS_334,,manuscript,,Persian_MS_334,"Formerly part of the collection of the Persian scholar Nathaniel Bland (1803-1865). Bland’s oriental manuscripts were sold through Bernard Quaritch in 1866 to Alexander Lindsay, 25th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"Nathaniel Bland (1803-1865); Alexander Lindsay, 25th Earl of Crawford",person_20108923 person_97751058,,,Bernard Quaritch,person_5679225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_334_hist_2,manuscript_6829,,Persian_MS_334,,manuscript,,Persian_MS_334,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford",person_9985420,Enriqueta Rylands,person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic MS 79_hist_1,manuscript_13779,,Arabic MS 79,,manuscript,,,"Formerly part of the collection of the Persian scholar Nathaniel Bland (1803-1865). Bland’s oriental manuscripts were sold through Bernard Quaritch in 1866 to Alexander Lindsay, 25th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"Nathaniel Bland (1803-1865); Alexander Lindsay, 25th Earl of Crawford",person_20108923 person_97751058,,,Bernard Quaritch,person_5679225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic MS 79_hist_2,manuscript_13779,,Arabic MS 79,,manuscript,,,"Purchased by Enriqueta Rylands in 1901 from James Ludovic Lindsay, 26th Earl of Crawford, for the John Rylands Library.",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford",person_9985420,Enriqueta Rylands,person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic MS 45_hist_1,manuscript_13745,,Arabic MS 45,,manuscript,,,"Formerly part of the collection of the Persian scholar Nathaniel Bland (1803-1865). Bland’s oriental manuscripts were sold through Bernard Quaritch in 1866 to Alexander Lindsay, 25th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"Nathaniel Bland (1803-1865); Alexander Lindsay, 25th Earl of Crawford",person_20108923 person_97751058,,,Bernard Quaritch,person_5679225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabic MS 45_hist_2,manuscript_13745,,Arabic MS 45,,manuscript,,,"Purchased by Enriqueta Rylands in 1901 from James Ludovic Lindsay, 26th Earl of Crawford, for the John Rylands Library.",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford",person_9985420,Enriqueta Rylands,person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_485_hist_1,manuscript_6980,,Persian_MS_485,,manuscript,,Persian_MS_485,"From the collection of Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867 latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts of which 352 were selected after his death for the British Museum. The remainder were purchased in 1868 by Alexander Lindsay, 25th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"Colonel George William Hamilton (1807-1868); Alexander Lindsay, 25th Earl of Crawford",person_f830 person_97751058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_485_hist_2,manuscript_6980,,Persian_MS_485,,manuscript,,Persian_MS_485,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford",person_9985420,Enriqueta Rylands,person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_491_hist_1,manuscript_6987,,Persian_MS_491,,manuscript,,Persian_MS_491,"From the collection of Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867 latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts of which 352 were selected after his death for the British Museum. The remainder were purchased in 1868 by Alexander Lindsay, 25th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"Colonel George William Hamilton (1807-1868); Alexander Lindsay, 25th Earl of Crawford",person_f830 person_97751058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
